Annual_Rainfall,Seasonal_Rainfall,Temperature,Cloud_Cover,Humidity,Flood
1349.0142459033698,664.9643450051237,23.68253197517533,33.64503518175101,52.32209108139912,1
1158.5207096486447,771.0962658568965,27.84398255530458,21.12082585879517,84.2336606349896,1
1394.3065614302077,641.5160158000077,28.09008436022223,31.318205070363515,81.98278462926024,0
1656.9089569224075,738.4076940721919,30.36315172921703,17.884106850779936,54.77624404619039,1
1129.7539875829991,421.27706660924287,21.165708183595868,90.19161078378828,94.20446535176758,1
1129.758912915246,842.6587414745877,30.962836369236655,39.71868863171289,46.26228748496974,0
1673.7638446522174,800.2410950724449,14.478041841986125,24.527930497436735,98.96129437547954,1
1430.2304187458726,636.5822737863618,24.850577238180946,44.840784101593286,91.61486865864788,0
1059.1576842195143,931.8491336864811,25.558630787742278,32.053616680649554,81.27391872874452,1
1362.7680130757894,987.5140275253117,31.166634130356194,74.4419253813326,96.32499329678997,1
1060.9746921562614,478.48802712620517,28.113154263384345,97.12199118854944,83.33867009942247,0
1060.281073928923,647.4550442867571,20.972184730718567,43.80336566976468,51.42741982180276,1
1272.5886814698101,646.1715300425403,23.075034370914924,86.10333999722404,66.5293682867687,0
626.0159266026607,612.0193797782271,28.993400047737033,56.58630735596195,44.29018145989812,0
682.5246502460901,965.8949683863497,27.60466329067722,15.723566509423348,63.379445337286924,1
1031.3137412277083,761.2347722454393,25.104379451821266,69.06227420813416,84.49618118423251,1
896.1506638996728,747.0970317378778,25.595831052440104,51.343449712582014,63.18660105584904,1
1294.2741997785822,399.2275271186493,31.480839985796443,65.06065232521034,59.817650528088045,1
927.5927773436367,927.0836060418453,25.411537135653926,88.9687412571665,75.72134335061871,0
776.3088895994126,552.1483210293055,27.559543779854632,44.043457065604606,92.3322717399337,0
1639.6946306764662,811.9865260532656,38.849682940402715,90.11776232173557,42.85499155276675,1
1132.2671098540393,855.4753875916383,20.881586815580384,75.0669014281655,63.128226081984124,1
1220.2584614063771,1072.1317191677301,18.740786342126707,48.860492587798475,49.49444450891576,0
772.5755441359629,538.2359201761776,31.917948323993034,60.32221356579637,81.72125504391218,0
1036.6851826424452,196.09756883583498,24.606784693529484,32.55811325190115,46.34347362586809,0
1233.2767769129598,836.769908950739,26.4088123612869,98.35972997387742,79.88846551481467,0
854.7019267733092,1160.1022363021707,24.09421810934443,66.7351163050396,57.170852247874436,1
1312.7094055037016,1047.7892705878876,26.700999296162436,4.38468524966299,51.93500882423348,1
1019.8083930243586,841.9318830549252,35.992690560481705,32.662190574800874,96.18115346949912,0
1112.491875062017,701.6727628735905,32.0106422930906,62.33144337590575,41.111474604757355,0
1019.4880163311809,961.4245193274621,32.311117559434884,5.63332777992398,66.26663631337414,0
1755.6834553526814,605.2907600591063,20.918864721036773,2.3884191319142767,41.297619547707626,1
